1.1.toyota_sienna	1.0 0.708
4.0.toyota_levin	17.0 3.203
4.0.toyota_motors	85.0 4.777
9.toyotaofunioncity.com	1.0 1.0
adx.11.rt_tcuv_toyota_brand.retargcnt	15316.0 29293.0
adx.2.0.toyota_camry_hybrid	34.0 5.456
adx.4.0.toyota_ts030_lmp1	1.0 0.371
adx.4.1.toyota_coms	1.0 0.414
2.0.toyota_optimal_drive	42.0 4.153
2.0.toyota_terus_kembangkan_inovasi	2.0 0.996
2.1.toyota_yardis	1.0 0.474
4.0.findlay_toyota	1.0 0.313
4.0.kereta_hybrid_terbaru_buatan_toyota	2.0 0.134
adx.2.1.toyota_motor	110.0 23.19
1.1.toyota_stock	1.0 0.322
2.0.okezone_autos_toyota_aqua_bidik_konsumen_muda	1.0 0.691
2.0.toyota_great_corolla_sedan	1.0 0.332
2.1.toyota_announces_return	1.0 0.321
4.0.has_toyota	9.0 1.674
4.0.toyota_corporation	1.0 0.042
4.0.toyota_urban_cruiser	169.0 98.93
adx.2.1.toyota_racing_development	12.0 1.613
adx.4.1.toyota_land_cruiser_prado	2.0 0.618
adx.9.markjacobsontoyota.net	3.0 5.0
2.1.toyota_landcruiser_70_series	1.0 0.035
2.1.toyota_vit_nam	1.0 0.341
4.0.toyota_hadirkan_agya	1.0 0.538
4.0.toyota_planning	1.0 0.328
9.panamacitytoyotanews.com	10.0 10.0
4.0.page_toyota_parts_dealer	1.0 0.049
4.1.toyota_rav4	2463.0 892.946
t.rt_toyota_rav4.retargcnt	84209.0 122566.0
2.0.toyota_iti_joc_training_recruitment_exam	8.0 0.28
4.0.vehculos_toyota	5.0 1.105
4.1.toyota_blade	1.0 0.619
4.1.toyota_corolla_fielder	9.0 0.512
4.1.toyota_porte	4.0 1.266
9.toyotazone.co.za	111.0 274.0
t.rt_toyota_yaris.retargcnt	6150.0 17124.0
2.0.cox_toyota	1.0 0.101
2.1.toyota_fs_cheetahs	19.0 4.967
2.1.toyota_vellfire	12.0 2.856
4.0.kit_toyota	1.0 0.185
4.0.toyota_iq	140.0 61.614
4.1.produzione_toyota	9.0 0.269
adx.1.0.toyota_texas_bass_classic	1.0 0.309
adx.2.1.toyota_park	2.0 0.579
2.0.umw_toyota	37.0 3.546
4.0.gulf_states_toyota	1.0 0.087
4.0.toyota_model	2.0 0.074
4.1.downtown_toyota	1.0 0.402
4.1.sumimoto_corporation_toyota	5.0 0.66
4.1.toyota_motor_sales	319.0 12.945
2.0.harga_shockbreaker_kayaba_toyota	176.0 8.366
2.0.toyota_chaser	4.0 0.859
2.0.toyota_urban_cruiser	74.0 40.733
4.0.toyota_belta	70.0 47.868
4.0.toyota_has_luxury	9.0 1.575
4.1.blame_toyota	8.0 2.272
adx.2.1.toyota_news_information	2.0 0.08
adx.2.1.toyotas	1.0 0.078
1.1.toyota_tacoma	9.0 3.39
2.0.milton_toyota	9.0 2.441
2.0.toyota_hadirkan_agya	21.0 5.649
2.1.toyota_concert_series	6.0 0.848
2.1.toyota_japan	10.0 0.334
2.1.toyota_premio	69.0 27.199
4.0.about_toyota_click_toyota	4.0 0.24
4.1.toyota_tundra	534.0 207.803
1.1.marion_toyota	4.0 1.215
2.0.fremonttoyota	1.0 0.08
2.0.ini_daihatsu_toyota_kolaborasi_bikin_mobil_murah	4.0 2.22
2.0.toyota_clica	4.0 1.129
2.1.toyota_builds	1.0 0.405
2.1.toyota_mark	33.0 10.979
2.1.toyota_outperforms_industry	2.0 0.592
2.1.toyota_sprinter_trueno	35.0 3.103
4.0.cvt_toyota_toyota	7.0 0.651
4.1.toyota_kirloskar_motor_private_limited	16.0 1.224
9.stage.numberonetoyota.com.vsd27.korax.net	4.0 9.0
adx.2.0.successful_jit_systems_toyota	3.0 0.948
adx.2.1.berlin_city_toyota	2.0 0.551
adx.9.jeffwylerclarksvilletoyota.com	127.0 164.0
2.0.more_used_toyota_vigo_cars	1.0 0.065
2.0.toyota_corolla_levin	60.0 30.439
2.0.toyota_pamerkan	8.0 1.84
2.1.brz_toyota	1.0 0.028
2.1.toyota_ae86	18.0 4.526
2.1.toyota_corola_classified	6.0 3.942
4.0.toyota_kenya_limited_careers	1.0 0.43
4.0.toyota_rav4	2085.0 882.366
4.1.toyota_diesel_forklift	1.0 0.581
4.1.toyota_motor_europe	6.0 0.338
4.1.used_toyota_gli	8.0 3.594
adx.1.1.toyota_prado	1.0 0.042
adx.2.1.toyota_makes_good	2.0 0.604
adx.2.1.toyota_mr2_spyder	2.0 0.929
1.0.toyota_fielder	1.0 0.086
1.1.toyota_corolla_altis	1.0 0.944
2.0.promozioni_toyota	1.0 0.143
2.0.toyota_grand_innova	1.0 0.172
2.1.toyota_verossa	20.0 12.227
4.0.toyota_motor_sales_usa	15.0 0.618
4.1.street_toyota	1.0 0.08
adx.2.0.toyota_ns4	1.0 0.355
adx.4.0.adriel_toyota_barranquitas	2.0 0.134
adx.9.stage.baileytoyota.com	1.0 1.0
1.1.toyota_fortuner	6.0 1.472
2.0.toyota_click_toyota_news	36.0 2.17
2.0.toyota_drag_trueno_comments	4.0 0.288
2.0.toyota_forklift	2.0 0.044
2.1.toyota_km0	4.0 1.104
4.0.adriel_toyota	156.0 9.6
4.1.powered_toyota_gt	2.0 1.302
adx.2.0.toyota_auris	5.0 1.032
adx.2.0.toyota_park	2.0 0.579
1.1.harga_toyota_agya	1.0 0.303
2.0.toyota_europe	4.0 0.114
2.0.toyota_fj_cruiser	714.0 232.584
2.0.toyota_motor_sales	33.0 2.77
4.1.new_toyota_specials	7.0 1.218
4.1.toyota_motorsport	47.0 12.459
adx.2.0.toyota_nears_launch	2.0 0.442
adx.2.1.toyota_cars_collection	2.0 0.326
adx.2.1.toyota_trd	5.0 1.95
2.0.toyota_hilux_sw4	1.0 0.14
2.1.toyota_aristo	60.0 14.81
2.1.toyota_india_escpecially	1.0 0.064
4.0.games_toyota	1.0 0.042
4.1.detail_toyota_ft	1.0 0.638
4.1.toyota_1kd	1.0 0.041
4.1.toyota_mobile_wallpapers	1.0 0.22
adx.2.0.toyota_jeff_wyler_toyota	1.0 0.255
adx.2.0.toyota_motor_corp	3.0 0.306
2.1.toyota_kirloskar_motor_private_limited	8.0 0.552
4.0.gte_toyota	1.0 0.07
4.1.toyota_motor_manufacturing_canada	4.0 0.181
9.miltontoyota.com	252.0 287.0
9.origin.staging.toyota.com	1.0 1.0
adx.2.0.toyota_celica	14.0 6.981
adx.4.1.toyota_banking	3.0 0.84
1.0.toyota_sienna	1.0 0.708
1.1.toyota_camry_hybrid	1.0 0.021
2.0.citycar_toyota	2.0 0.484
2.0.metro_toyota	64.0 7.118
2.0.toyota_mark	33.0 10.979
2.1.toyota_camry	4407.0 685.851
2.1.toyota_land_cruiser_prado	133.0 58.189
4.0.toyota_perkenalkan_agya	106.0 34.662
4.1.toyota_4runner	96.0 29.399
4.1.toyota_soarer	16.0 3.482
9.stage.attrelltoyota.com.vsd27.korax.net	1.0 1.0
adx.2.0.casey_toyota_casey_toyota	5.0 0.2
adx.2.1.toyota_corolla_e120	1.0 0.146
adx.2.1.toyota_highlander_hybrid	7.0 1.726
adx.2.1.toyota_vitz	3.0 0.135
t.toyota_prius_c_video600x300.imprcnt	1.0 1.0
2.0.toyota_ae86	17.0 4.504
2.0.toyota_philippines_price_list	83.0 28.71
2.0.toyota_vit_nam_tmv	1.0 0.046
2.0.vendo_camioneta_toyota	1.0 0.446
2.1.toyota_fun	8.0 1.98
9.berlincitytoyotame.com	729.0 791.0
adx.2.0.toyota_motor_manufacturing_kentucky	2.0 0.192
adx.2.0.toyota_mr2	9.0 3.654
adx.2.0.toyota_spruces	1.0 0.441
adx.2.1.toyota_canada	2.0 0.273
adx.4.0.dailytech_toyota	1.0 0.147
adx.4.1.toyota_parts	11.0 2.75
2.0.concessionaria_toyota_gorizia	4.0 1.612
2.0.kereta_hybrid_terbaru_buatan_toyota	4.0 0.268
2.0.master_technician_toyotas_hondas_only	2.0 0.346
2.0.toyota_cavalier	1.0 0.633
2.0.toyota_celica_gt	23.0 10.647
2.0.used_toyota_vigo_cars	15.0 1.921
2.1.philips_toyotaavensis	3.0 0.366
2.1.toyota_car	5.0 0.691
4.0.maquina_coser_toyota	2.0 0.582
4.1.toyota_js021	1.0 1.0
adx.2.1.umw_toyota	1.0 0.052
t.rt_toyota_camry.retargcnt	88.0 106.0
1.0.toyota_matrix	1.0 0.118
2.0.mvci_toyota_tishonda_hdsvolvo_dice_mvci	1.0 0.077
2.0.toyota_corona	20.0 3.306
2.0.toyota_indonesia	9.0 0.891
2.0.toyota_iq	61.0 25.957
2.1.toyota_four_runner	8.0 1.152
4.0.okezone_autos_ini_penantang_toyota	1.0 0.348
4.0.toyota_ft_ev	1.0 0.11
1.0.toyota_highlander	1.0 0.329
2.0.toyota_modified	1.0 0.45
2.1.town_toyota_center	63.0 34.475
2.1.toyota_introduces	1.0 0.199
2.1.toyota_liva	50.0 7.763
2.1.toyota_solara	98.0 7.724
4.0.toyota_reconfigures_venza_lineup	10.0 4.26
4.0.toyota_ukraine	1.0 0.342
4.1.toyota_kirloskar	183.0 38.472
adx.4.1.toyota_huge	1.0 0.538
1.1.toyota_raih	1.0 0.22
2.0.toyota_ramadan_millionaire	1.0 0.158
2.1.toyota_platz	2.0 0.934
4.0.agya_dari_toyota_siap_diluncurkan	3.0 1.644
4.1.toyota_yaris_hybrid	772.0 304.642
adx.2.1.toyota_highlander	69.0 8.221
adx.2.1.toyota_models	26.0 1.398
adx.4.1.toyota_corolla_altis	2.0 0.679
2.0.toyota_analyzes_prius_production	11.0 4.202
4.0.toyota_service	6.0 0.808
4.1.toyota_levin	20.0 3.311
9.herbchamberstoyota.com	22.0 22.0
adx.2.1.toyota_hilux_surf	8.0 0.759
adx.4.0.toyota_safety_smart_stop_technology	1.0 0.682
1.0.toyota_agya_mobil_murah_indonesia	1.0 0.429
2.0.blitz_compressor_system_supercharger_kit_toyota_zze123_zze123g_sort	2.0 0.339
2.0.toyota_toyota_toyota_toyota_toyota_toyota_toyota_toyota_friday	1.0 0.507
2.1.toyota_tis_toyota	1.0 0.457
4.0.concessionaria_toyota_agrigento	5.0 1.915
4.1.toyota_van	4.0 0.293
adx.2.0.toyota_vitz	3.0 0.135
adx.4.0.genuine_toyota_parts_factory_oem_authorized	11.0 2.002
2.0.maquina_coser_toyota	2.0 0.582
2.1.aussie_toyota	1.0 0.378
2.1.destination_toyota_burnaby	1.0 0.418
2.1.toyota_wallpaper	8.0 3.264
4.0.baierl_toyota	1.0 0.152
4.0.toyota_shirakawa	3.0 1.5
4.1.toyota_subaru_gt	4.0 0.297
adx.2.1.texas_toyota	4.0 0.148
1.0.toyota_motor_manufacturing_kentucky	4.0 0.384
1.1.toyota_calls_emperor	17.0 5.763
2.0.coser_toyota	8.0 1.36
2.0.toyota_gt86_uk	1.0 0.442
2.0.toyotaad	3.0 0.294
2.1.sunshine_toyota	17.0 3.836
4.0.new_toyota_camty_2.5l_hybrid_navigator	25.0 1.924
4.0.toyota_usahakan	1.0 0.119
4.1.toyota_makes_good	10.0 3.322
4.1.toyota_mr2_spyder	11.0 0.449
4.1.toyota_production_system	346.0 15.673
9.northgeorgiatoyota.net	2.0 4.0
adx.2.0.toyota_fortune	2.0 1.196
adx.4.1.toyota_australia	4.0 0.108
adx.9.stage.exetertoyota.ca	1.0 1.0
2.0.toyota_boshoku	2.0 0.564
2.0.toyota_way	78.0 7.872
2.0.wv_toyota_dealership	1.0 0.232
2.1.toyota_hondanissan	36.0 2.271
2.1.toyota_racing	42.0 2.918
2.1.wipro_translated_toyota	4.0 0.84
4.0.toyota_co2_toyota_optimal_drive	2.0 0.142
4.0.umw_toyota_motor	13.0 4.346
adx.2.1.used_toyota	3.0 0.109
adx.4.0.toyota_tesla_partnership	1.0 0.304
1.1.toyota_corolla	59.0 19.563
2.0.myers_toyota	1.0 0.679
2.0.toyota_concert_series	6.0 0.848
2.0.toyota_grand_prius_loutsider	25.0 7.592
2.0.toyota_liva	50.0 7.763
2.0.toyota_service_specials_berlin_city_toyota	1.0 0.41
2.0.toyota_ts010	1.0 0.28
2.1.new_toyota_btcc	6.0 2.01
2.1.toyota_altezza	213.0 53.182
2.1.toyota_jonas_ambeck	1.0 0.08
4.0.sejarah_toyota_mobil_serta_design_dan_velg_ban_velg_toyota	1.0 0.079
4.1.sims_toyota_northampton	1.0 0.065
9.gatorlandtoyotanews.com	10.0 12.0
adx.1.1.quality_toyota	1.0 0.211
adx.2.1.toyota_corolla_altis	1.0 0.925
1.0.toyota_raih	1.0 0.22
2.0.black_toyota_mark	9.0 1.981
2.0.der_toyota	1.0 0.046
2.1.toyota_presents	2.0 0.862
4.0.vs_toyota	1.0 0.574
4.1.toyota_aurion	38.0 11.335
4.1.toyota_boshoku_corporation	3.0 0.165
4.1.toyota_dream_car	142.0 8.075
9.bellevilletoyota.com	82.0 85.0
adx.2.0.toyota_factory_truck_maintenance_manuals	2.0 0.542
adx.4.0.toyota_calls_emperor	6.0 2.034
1.0.toyota_avalon	18.0 2.123
2.0.terbaru_toyota_mulai_terkuak	1.0 0.489
2.0.toyota_leluxury_edition.you	1.0 0.055
2.1.hardtop_baru_toyota	16.0 4.896
2.1.toyota_crown	50.0 16.715
2.1.toyota_ready	12.0 0.876
2.1.toyota_truck	52.0 2.765
4.0.toyota_gt86_design_story	3.0 1.956
4.0.toyota_motor_corp	41.0 3.788
4.1.toyota_model	2.0 0.074
4.1.toyota_tyre_safety	1.0 0.04
4.1.toyota_year_model	1.0 0.059
9.toyotaforklift.com	3064.0 3325.0
adx.2.0.toyota_vehicles	12.0 0.789
adx.4.1.failure_toyota	1.0 0.214
adx.4.1.toyota_kills_plans	1.0 0.249
2.0.toyota_model_echo	3.0 0.12
2.0.toyota_verso	242.0 120.149
2.1.tatort_toyota	8.0 0.966
2.1.yaris_hsd_toyota	2.0 0.168
4.0.modified_toyota_mr	17.0 0.816
4.0.toyota_entune_multimedia_system	1.0 0.496
4.1.toyota_belta	72.0 49.276
4.1.toyota_reports_over	1.0 0.176
9.stage.woodbinetoyota.ca	1.0 1.0
adx.2.1.new_toyota_rebates	9.0 6.687
adx.4.1.news_toyota	2.0 0.124
adx.9.wietzestoyota.com	3.0 3.0
2.0.new_toyota_camty_2.5l_hybrid_navigator	23.0 1.702
2.0.okezone_autos_toyota_new_alphard_resmi_mengaspal	1.0 0.584
2.0.toyota_gave_old_robots_new_tools	1.0 0.543
2.1.brandnew_toyota	3.0 0.084
2.1.toyota_supra	1735.0 493.046
4.0.toyota_prado	170.0 129.62
4.1.haley_toyota	6.0 2.64
4.1.rue_toyota_rue	27.0 1.634
4.1.toyota_model_prius	2.0 0.092
adx.4.1.toyota_sienna	68.0 23.2
2.0.blitz_compressor_system_supercharger_kit_toyota_zze123_zze123g	2.0 2.652
4.0.wyler_toyota	22.0 4.686
4.1.oem_toyota_parts	1.0 0.056
4.1.toyota_ac	2.0 0.722
9.toyota.com	7166.0 7462.0
2.1.toyota_crown_royal	15.0 5.675
2.1.toyota_rav4	1465.0 482.125
4.1.front_toyota_pradopakistan	9.0 0.342
adx.2.0.used_toyota	2.0 0.068
adx.2.1.funny_pictures_toyota	1.0 0.059
4.0.new_toyota_cars_toyota	48.0 24.304
4.0.toyota_presents_platinum_level_awards	2.0 0.472
4.0.toyota_ramps	11.0 2.508
4.0.toyota_sports800	1.0 0.081
4.1.panel_wood_toyota	2.0 1.452
4.1.toyota_announces	4.0 0.796
4.1.toyota_dealers	5.0 0.24
adx.2.0.toyota_calls_emperor	91.0 30.849
adx.2.0.toyota_rv	1.0 0.06
adx.4.1.nhra_story_toyota	1.0 0.206
adx.4.1.toyota_matrix	8.0 0.398
2.0.toyota_mpv_noah	106.0 9.483
2.0.toyota_texas_bass_classic_volunteers	2.0 1.648
2.1.toyota_page	1.0 0.26
4.0.toyota_new_vios	6.0 0.342
4.0.toyota_venza	145.0 24.743
4.1.toyota_sued	2.0 0.512
adx.4.1.toyota_master	1.0 0.027
2.0.exclusivetoyota_avanza	8.0 0.405
2.0.quickpic_the_toyota	1.0 0.102
2.0.toyota_tyre_safety	2.0 0.08
2.1.toyota_mark_ii	100.0 54.458
4.0.kenya_limited_toyota	1.0 0.045
4.0.takls_toyota_gt	1.0 0.41
4.0.taliban_toyota_wins_7.5m_slander_verdict	2.0 1.112
4.0.toyota_norge	5.0 0.505
4.1.toyota_highlander	393.0 52.736
2.0.philips_toyotaavensis	3.0 0.366
2.1.toyota_targets_millennials	2.0 0.504
4.0.toyota_academy	6.0 0.408
4.1.metro_toyota	160.0 18.38
4.1.toyota_hilux_surf	107.0 21.799
9.maitatoyota.sensibledriver.com	20.0 20.0
adx.4.0.news_toyota	2.0 0.124
1.0.toyota_belta	1.0 0.468
2.0.oem_toyota	12.0 0.432
2.0.toyota_new_auris_mobil_harga_spesifikasi	1.0 0.97
2.0.toyota_thailand	1.0 0.049
2.1.toyota_replacement_engines	9.0 6.381
4.0.fundao_toyota	3.0 0.177
4.0.toyota_qualis	1.0 0.189
4.1.toyota_bellusco_via	7.0 2.814
4.1.toyota_motor_manufacturing_texas	1.0 0.022
4.1.toyota_trd_gt86	2.0 0.952
9.woodbinetoyota.ca	139.0 153.0
adx.4.1.the_toyota_way	5.0 0.331
adx.4.1.toyota_land_cruiser	28.0 3.026
adx.9.andymohrtoyotanews.net	2.0 2.0
1.0.nalley_toyota	1.0 0.446
1.0.toyota_todos_vendo_repuestos_toyota_vendo	1.0 0.088
4.0.toyota_motor_north_america	7.0 0.776
4.0.toyota_ractis	1.0 0.688
4.0.toyota_trouble_code_definitions	12.0 3.234
4.1.toyota_kdh	1.0 0.581
4.1.toyota_kenya_jobs	1.0 0.044
adx.4.0.toyota_land	1.0 0.05
adx.9.pierceytoyota.sensibledriver.com	11.0 12.0
2.0.toyota_corolla_e120	11.0 1.606
2.0.toyota_forklift_reviews	1.0 0.499
2.0.toyota_model_corolla_levin	4.0 0.2
2.0.toyota_rav4	1045.0 423.479
2.0.toyota_verossa	20.0 12.227
4.1.toyota_corolla_verso	130.0 52.668
adx.2.1.plinker_tactical_toyota	3.0 0.092
adx.9.alhendricksontoyota.com	117.0 147.0
2.0.toyota_racing_development	115.0 20.652
2.0.toyota_service_centres	5.0 0.27
2.0.toyota_trouble_code_definitions	10.0 2.31
4.0.bumper_small_executive_toyota	1.0 0.76
4.0.toyota_corolla_altis	543.0 388.197
4.1.toyota_crown_majesta	7.0 0.21
adx.2.0.toyota_starlet	3.0 0.243
adx.4.0.toyota_sera	3.0 0.192
1.0.toyota_cup	1.0 0.172
2.0.kenya_limited_toyota	1.0 0.045
2.0.toyota_page	1.0 0.26
2.1.toyota_probox	41.0 31.178
4.0.toyota_sued	2.0 0.512
4.1.pt_toyota	4.0 0.236
4.1.toyota_ft_ev	1.0 0.11
4.1.toyota_industrial_equipment	36.0 12.719
4.1.used_toyota_surf	9.0 4.962
adx.2.0.mcneil_racing_inc_toyota	2.0 0.522
adx.4.1.toyota_tercel	1.0 0.029
2.0.used_toyota_surf_cars	14.0 2.519
2.1.toyota_lift	1.0 0.106
4.0.daihatsu_ayla_toyota_agya	1.0 0.653
4.0.toyota_4x4_pickup_dyno_run	2.0 1.288
4.0.toyota_canada	7.0 1.378
4.0.toyota_km0	10.0 2.478
4.1.toyota_runx	19.0 0.537
9.claringtontoyota.com	87.0 94.0
9.toyota.co.jp	1.0 1.0
1.0.mobil_toyota_agya	1.0 0.102
1.0.toyota_forklift_safety	1.0 0.048
2.0.toyota_model_camry_altise	10.0 0.56
2.1.toyota_aa	4.0 0.168
2.1.toyota_hybrid_challenge	9.0 0.38
4.0.toyota_service_coupons	15.0 3.555
4.0.toyota_texas_bass_classic_sponsorship	1.0 0.657
9.evanstoyota.calls.net	17.0 17.0
9.reviewkearnymesatoyota.com	1.0 1.0
adx.2.0.toyota_starlet_gt_turbo	1.0 0.877
adx.2.1.toyota_informs_dealers	1.0 0.366
adx.4.1.toyota_avalon	14.0 4.651
2.0.toyota_liva_harga_spesifikasi	16.0 7.872
4.0.genuine_toyota_parts	1.0 0.274
4.0.sejumlah_pembeli_mobil_toyota	1.0 0.277
4.0.toyota_4runner	84.0 29.095
4.0.toyota_mini_vci	11.0 5.445
adx.4.0.toyota_care	3.0 0.426
2.0.maketoyota_modelcorrola_ce_contactnayeli_cityhomestead	4.0 1.58
2.0.toyota_tamaraw	1.0 0.871
2.1.toyota_ac	6.0 2.166
2.1.toyota_alphard	123.0 22.985
2.1.toyota_corolla_verso	65.0 28.903
4.0.yaris_hybrid_toyota	1.0 0.104
adx.9.toyotatruckmonth.com	9.0 9.0
1.1.toyota_kirloskar	1.0 0.2
2.0.ini_mobil_murah_toyota	1.0 0.635
2.0.inside_toyota	1.0 0.169
2.1.toyota_crown_majesta	7.0 0.236
2.1.toyota_sprinter	30.0 1.76
4.0.multimedia1993_technokids_technoplus_toyota	1.0 0.135
4.0.toyota_1jz_vvt	1.0 0.412
4.0.toyota_models	37.0 1.509
4.0.toyota_toyota_toyota_toyota_toyota_toyota_toyota_toyota	1.0 0.657
4.1.toyota_avensis	960.0 334.101
4.1.toyota_fortuner	452.0 125.961
4.1.toyota_japn	1.0 0.099
adx.2.0.toyota_innova	4.0 2.266
adx.4.0.toyota_production_system	10.0 0.693
adx.4.1.toyota_sales_strong	1.0 0.157
2.0.annual_toyota_pro_celebrity_race	8.0 3.496
2.0.toyota_announces_usd	1.0 0.292
2.1.google_robocar_toyota	2.0 0.174
2.1.more_toyota_ft	1.0 0.421
2.1.toyota_ae	2.0 0.062
4.0.toyota_celsior	1.0 0.246
4.0.toyota_fun	15.0 1.183
4.0.toyota_gt86_autorevue_aktuell	4.0 1.424
adx.2.1.manami_toyota	1.0 0.029
adx.2.1.toyota_avanza	2.0 0.592
adx.4.0.town_toyota_center	10.0 6.588
adx.9.accessories.toyota.ie	2.0 2.0
adx.9.willstoyota.com	20.0 20.0
2.0.non_status_contract_hire_toyota	1.0 0.299
2.0.toyota_launches_ironman_versions	28.0 10.808
2.1.jdm_toyota_mark	1.0 0.34
4.0.toyota_car	9.0 0.786
4.0.toyota_corrola	1.0 0.196
4.1.fremont_toyota	1.0 0.094
9.toyotahighlanderecm.com	1.0 1.0
adx.2.0.toyota_celica_supra	7.0 0.548
adx.2.1.toyota_cresta	2.0 0.08
11.toyota_prius_c_video600x300.imprcnt	1.0 1.0
2.0.mercedes_toyota_porsche	1.0 0.546
2.0.okezone_autos_cara_merawat_ban_ala_toyota	1.0 0.498
2.0.produzione_toyota	4.0 0.166
2.0.toyota_lift	1.0 0.106
2.1.toyota_motorsports	1.0 0.034
4.0.toyota_camry_solara	4.0 2.349
4.1.toyota_model_yaris	5.0 0.215
adx.2.1.oem_toyota	3.0 0.108
adx.2.1.panasonic_toyota_racing	1.0 0.128
adx.4.0.toyota_publica	1.0 0.025
2.1.toyota_service	8.0 0.77
4.0.toyota_kodawari	1.0 0.341
4.1.toyota_planning	1.0 0.328
4.1.toyota_sharelunker_program	2.0 0.106
4.1.used_toyota_vigo	26.0 10.736
adx.9.panamacitytoyotanews.com	2.0 2.0
1.0.toyota_tundra	8.0 1.898
2.0.toyota_motor	1127.0 287.853
2.1.toyota_2000_gt	19.0 2.302
2.1.toyota_cbu	1.0 0.056
2.1.toyota_officially	7.0 0.721
2.1.toyota_trueno_ae86	46.0 26.881
adx.2.1.casey_toyota_offers	5.0 0.105
adx.2.1.toyota_prius	326.0 91.807
1.1.new_toyota	1.0 0.213
2.0.diharapkan_harga_toyota_agya	1.0 0.334
2.1.toyota_funcargo	4.0 2.9
2.1.toyota_group	36.0 2.887
adx.4.0.toyota_tacoma	44.0 11.543
adx.4.1.toyota_kluger	2.0 0.444
4.0.cmo_toyota	8.0 1.992
4.0.toyota_japn	1.0 0.099
4.1.gambar_mobil_toyota	4.0 4.0
4.1.toyota_prado	1030.0 167.26
adx.2.1.toyota_previa	12.0 2.477
adx.4.0.marion_toyota	4.0 1.134
1.1.islands_toyota	2.0 1.081
1.1.toyota_dream_car	2.0 0.044
2.0.used_toyota_gli	72.0 31.927
4.0.toyota_1jz_gte	1.0 0.598
4.0.toyota_grand_prius_ecologische	30.0 5.61
4.0.toyota_sharelunker	1.0 0.253
4.0.toyota_tkm_apprenticeship_trainee_june	11.0 3.102
4.0.toyota_toyota	53.0 2.871
4.1.salvage_toyota	1.0 0.143
4.1.toyota	30721.0 2918.815
4.1.toyota_rav4_ev	518.0 131.753
9.toyotanation.com	13.0 13.0
adx.2.1.toyota_financial_services	1.0 0.137
2.0.toyota_code_definition	10.0 0.24
2.0.toyota_financial	2.0 0.092
4.0.tam_minta_kuota_toyota	1.0 0.371
4.1.concessionaria_toyota_l'aquila	1.0 0.383
adx.1.0.quality_toyota	1.0 0.211
adx.2.0.appraisal_berlin_city_toyota	1.0 0.167
adx.9.earlstewarttoyotanews.com	2.0 2.0
2.0.autos_toyota	4.0 0.812
2.0.toyota_hiace	38.0 18.87
2.0.toyota_model_yaris	6.0 0.258
2.1.jeff_wyler_toyota	4.0 0.637
2.1.share_toyota	3.0 1.001
2.1.toyota_quantum	3.0 0.9
2.1.toyota_tacoma	831.0 252.354
4.0.subaru_toyota	6.0 0.459
4.0.toyota_homes	14.0 2.996
4.1.toyota_land	190.0 6.344
4.1.toyota_ramps	11.0 2.508
9.wilsonvilletoyotanews.com	20.0 20.0
2.0.desportivo_toyota_gt	2.0 1.22
2.0.near_louisville_toyota_dealer	1.0 0.312
2.0.scores_toyota	1.0 0.124
2.1.marion_toyota	13.0 3.579
2.1.toyota_corporation	470.0 9.658
2.1.toyota_emina	6.0 1.531
2.1.toyota_tf109	39.0 0.936
4.0.dimensi_toyota_agya_lebih_besar	1.0 0.557
4.0.toyota_mumbai	3.0 0.288
4.0.toyota_succeeds	10.0 1.26
4.1.toyota_related_images	13.0 0.507
4.1.toyota_venza	315.0 30.385
adx.2.0.toyota_motor_corporation	15.0 0.375
adx.2.1.toyota_sprinter_trueno	4.0 0.11
adx.4.0.toyota_motors	4.0 0.192
1.0.used_toyota_cars	2.0 0.676
2.0.toyota_hybrid	77.0 3.432
2.1.hendrickson_toyota_locations	2.0 0.114
2.1.toyota_raum	1.0 0.023
4.0.toyota_surf_ssrg	1.0 0.092
4.0.toyota_tv_mobil	1.0 0.206
4.1.toyota_entune	8.0 3.073
4.1.toyota_norge	5.0 0.505
4.1.toyota_sera	27.0 7.569
adx.2.1.toyota_scion	8.0 0.76
adx.2.1.toyota_yardis	1.0 0.474
adx.9.toyotaofmidland.net	5.0 5.0
1.0.toyota_accessories	1.0 0.281
2.0.britcar_toyota_gt86	4.0 0.232
4.0.toyota_athlete_crown_z34	1.0 0.921
9.toyotafaisalabad.com	99.0 104.0
1.1.toyota_bets	1.0 0.193
2.0.funny_pictures_toyota	1.0 0.059
2.0.toyota_gazoo_racing_festival	4.0 0.236
2.0.toyota_tkm_apprenticeship_trainee_june	8.0 2.256
2.1.toyota_vigo_vigo	24.0 5.265
2.0.toyota_agya_pamer_diri	248.0 79.431
2.1.toyota_motors	109.0 6.664
4.0.toyota_land_cruiser	802.0 418.906
4.1.photo_bymiyako_toyota	1.0 0.046
4.1.toyota_recalls	11.0 3.114
adx.4.1.toyota_verossa	1.0 0.619
1.1.toyota_noah	2.0 0.588
2.0.rstoyota_yaris_abs	1.0 0.076
2.0.toyota_iq_ev	5.0 1.706
2.0.toyota_lucida	1.0 0.396
2.1.gulf_states_toyota	27.0 1.033
4.0.scion_toyota	1.0 0.064
4.0.toyota_earning_profits	1.0 0.382
4.0.toyota_imv_toyota_imv_toyota_imv_toyota_imv_toyota_imv_toyota_imv_toyota_imv_toyota_imv	4.0 0.476
4.0.toyota_karnataka	1.0 0.063
4.1.toyota_care	21.0 2.895
